Motion Through Fluids Experiment Mon, Mar 09, 2020 3:52 PM
Time(sec)	Position(mm)
0.037	60.270
0.137	71.205
0.187	76.672
0.237	82.140
0.287	87.607
0.337	92.528
0.387	97.995
0.437	102.916
0.487	108.383
0.537	113.851
0.587	118.771
0.637	124.239
0.687	129.706
0.737	135.174
0.787	140.641
0.837	145.562
0.887	151.029
0.937	155.950
0.987	161.417
1.037	166.338
1.087	171.806
1.137	176.726
1.187	182.194
1.237	187.661
1.287	193.129
1.337	198.049
1.388	203.517
1.437	208.984
1.487	214.452
1.537	219.919
1.587	224.840
1.637	230.307
1.687	235.228
1.737	240.695
1.787	245.616
1.837	251.083
1.887	255.457
1.937	0.000
1.987	0.000
2.037	0.000
2.087	0.000
2.137	0.000
2.187	0.000
2.237	0.000
2.287	0.000
2.337	0.000
2.387	0.000
2.437	0.000
2.487	0.000
2.537	0.000
2.587	0.000
2.637	0.000
2.687	0.000
2.737	0.000
2.787	0.000
2.837	0.000
2.887	0.000
2.937	0.000
2.987	0.000
3.037	0.000
3.087	0.000
3.137	0.000
3.187	0.000
3.237	0.000
3.287	0.000
3.337	0.000
3.387	0.000
3.437	0.000
3.487	0.000
3.537	0.000
3.587	0.000
3.637	0.000
3.687	0.000
3.737	0.000
3.788	0.000
3.837	0.000
3.887	0.000
3.937	0.000
3.987	0.000
4.038	0.000
